1000.00, 0.2121
999.00, 0.2197
998.00, 0.2213
997.00, 0.2228
996.00, 0.2304
995.00, 0.2258
994.00, 0.2197
993.00, 0.2289
992.00, 0.2304
991.00, 0.2243
990.00, 0.2258
989.00, 0.2274
988.00, 0.2213
987.00, 0.2213
986.00, 0.2350
985.00, 0.2365
984.00, 0.2304
983.00, 0.2304
982.00, 0.2304
981.00, 0.2319
980.00, 0.2319
979.00, 0.2335
978.00, 0.2335
977.00, 0.2350
976.00, 0.2365
975.00, 0.2304
974.00, 0.2243
973.00, 0.2258
972.00, 0.2274
971.00, 0.2289
970.00, 0.2304
969.00, 0.2258
968.00, 0.2197
967.00, 0.2213
966.00, 0.2228
965.00, 0.2243
964.00, 0.2258
963.00, 0.2274
962.00, 0.2289
961.00, 0.2243
960.00, 0.2182
959.00, 0.2197
958.00, 0.2213
957.00, 0.2228
956.00, 0.2167
955.00, 0.2182
954.00, 0.2274
953.00, 0.2213
952.00, 0.2151
951.00, 0.2167
950.00, 0.2182
949.00, 0.2197
948.00, 0.2136
947.00, 0.2075
946.00, 0.2182
945.00, 0.2197
944.00, 0.2213
943.00, 0.2228
942.00, 0.2151
941.00, 0.2167
940.00, 0.2182
939.00, 0.2121
938.00, 0.2060
937.00, 0.2075
936.00, 0.2090
935.00, 0.2106
934.00, 0.2136
933.00, 0.2060
932.00, 0.1984
931.00, 0.2106
930.00, 0.2213
929.00, 0.2136
928.00, 0.2167
927.00, 0.2182
926.00, 0.2106
925.00, 0.2029
924.00, 0.2060
923.00, 0.2075
922.00, 0.1999
921.00, 0.2029
920.00, 0.2045
919.00, 0.2075
918.00, 0.2106
917.00, 0.2014
916.00, 0.2045
915.00, 0.2167
914.00, 0.2090
913.00, 0.2014
912.00, 0.2029
911.00, 0.2045
910.00, 0.1953
909.00, 0.1877
908.00, 0.1892
907.00, 0.1923
906.00, 0.1938
905.00, 0.1968
904.00, 0.1999
903.00, 0.2014
902.00, 0.2045
901.00, 0.1953
900.00, 0.1984
899.00, 0.2151
898.00, 0.2029
897.00, 0.1923
896.00, 0.1953
895.00, 0.1984
894.00, 0.2014
893.00, 0.2045
892.00, 0.1923
891.00, 0.1801
890.00, 0.1816
889.00, 0.1846
888.00, 0.1877
887.00, 0.1907
886.00, 0.1938
885.00, 0.1968
884.00, 0.1999
883.00, 0.2029
882.00, 0.1877
881.00, 0.1907
880.00, 0.2121
879.00, 0.1968
878.00, 0.1816
877.00, 0.1846
876.00, 0.1877
875.00, 0.1892
874.00, 0.1923
873.00, 0.1953
872.00, 0.1984
871.00, 0.1816
870.00, 0.1633
869.00, 0.1862
868.00, 0.1892
867.00, 0.1694
866.00, 0.1724
865.00, 0.1755
864.00, 0.1770
863.00, 0.1801
862.00, 0.1816
861.00, 0.1892
860.00, 0.1846
859.00, 0.1801
858.00, 0.1892
857.00, 0.1846
856.00, 0.1740
855.00, 0.1831
854.00, 0.1907
853.00, 0.1862
852.00, 0.1877
851.00, 0.1770
850.00, 0.1724
849.00, 0.1740
848.00, 0.1770
847.00, 0.1785
846.00, 0.1663
845.00, 0.1678
844.00, 0.1755
843.00, 0.1846
842.00, 0.1801
841.00, 0.1740
840.00, 0.1816
839.00, 0.1770
838.00, 0.1785
837.00, 0.1801
836.00, 0.1740
835.00, 0.1831
834.00, 0.1907
833.00, 0.1770
832.00, 0.1694
831.00, 0.1785
830.00, 0.0900
829.00, 0.0000
828.00, 0.0000
827.00, 0.0000
826.00, 0.0000
825.00, 0.0000
824.00, 0.0000
823.00, 0.0000
822.00, 0.0000
821.00, 0.0015
820.00, 0.0031
819.00, 0.0046
818.00, 0.0092
817.00, 0.0122
816.00, 0.0122
815.00, 0.0092
814.00, 0.0046
813.00, 0.0031
812.00, 0.0031
811.00, 0.0015
810.00, 0.0000
809.00, 0.0000
808.00, 0.0000
807.00, 0.0000
806.00, 0.0000
805.00, 0.0000
804.00, 0.0000
