1000.00, -0.0137
999.00, -0.0137
998.00, -0.0275
997.00, -0.0137
996.00, -0.0137
995.00, -0.0137
994.00, 0.0000
993.00, 0.0000
992.00, 0.0000
991.00, 0.0000
990.00, -0.0153
989.00, -0.0290
988.00, -0.0153
987.00, 0.0000
986.00, 0.0000
985.00, -0.0153
984.00, -0.0153
983.00, 0.0000
982.00, 0.0000
981.00, 0.0000
980.00, 0.0000
979.00, -0.0153
978.00, -0.0305
977.00, -0.0305
976.00, -0.0153
975.00, 0.0000
974.00, 0.0000
973.00, -0.0153
972.00, -0.0153
971.00, 0.0000
970.00, -0.0168
969.00, -0.0320
968.00, -0.0168
967.00, -0.0168
966.00, -0.0336
965.00, -0.0168
964.00, 0.0000
963.00, -0.0168
962.00, -0.0336
961.00, -0.0168
960.00, -0.0183
959.00, -0.0183
958.00, 0.0000
957.00, -0.0183
956.00, -0.0183
955.00, -0.0183
954.00, -0.0366
953.00, -0.0366
952.00, -0.0183
951.00, 0.0000
950.00, 0.0000
949.00, -0.0198
948.00, -0.0198
947.00, -0.0198
946.00, -0.0198
945.00, 0.0000
944.00, -0.0198
943.00, -0.0198
942.00, 0.0000
941.00, 0.0000
940.00, 0.0000
939.00, 0.0000
938.00, -0.0214
937.00, -0.0214
936.00, 0.0000
935.00, 0.0000
934.00, 0.0000
933.00, 0.0000
932.00, 0.0000
931.00, -0.0229
930.00, -0.0397
929.00, -0.0290
928.00, -0.0305
927.00, -0.0244
926.00, -0.0183
925.00, -0.0244
924.00, -0.0244
923.00, -0.0244
922.00, -0.0320
921.00, -0.0397
920.00, -0.0336
919.00, -0.0259
918.00, -0.0259
917.00, -0.0336
916.00, -0.0427
915.00, -0.0351
914.00, -0.0351
913.00, -0.0443
912.00, -0.0443
911.00, -0.0366
910.00, -0.0290
909.00, -0.0381
908.00, -0.0473
907.00, -0.0397
906.00, -0.0320
905.00, -0.0320
904.00, -0.0320
903.00, -0.0412
902.00, -0.0427
901.00, -0.0427
900.00, -0.0351
899.00, -0.0259
898.00, -0.0259
897.00, -0.0275
896.00, -0.0458
895.00, -0.0549
894.00, -0.0656
893.00, -0.0580
892.00, -0.0397
891.00, -0.0397
890.00, -0.0290
889.00, -0.0504
888.00, -0.0626
887.00, -0.0427
886.00, -0.0427
885.00, -0.0320
884.00, -0.0320
883.00, -0.0229
882.00, -0.0351
881.00, -0.0580
880.00, -0.0473
879.00, -0.0351
878.00, -0.0229
877.00, -0.0488
876.00, -0.0748
875.00, -0.0626
874.00, -0.0763
873.00, -0.0763
872.00, -0.0656
871.00, -0.0809
870.00, -0.0671
869.00, -0.0412
868.00, -0.0702
867.00, -0.0854
866.00, -0.0565
865.00, -0.0732
864.00, -0.1038
863.00, -0.0748
862.00, -0.0610
861.00, -0.1083
860.00, -0.1099
859.00, -0.0961
858.00, -0.0961
857.00, -0.0977
856.00, -0.0809
855.00, -0.0824
854.00, -0.0839
853.00, -0.0336
852.00, -0.0168
851.00, -0.0519
850.00, -0.0870
849.00, -0.0702
848.00, -0.0351
847.00, -0.0534
846.00, -0.0916
845.00, -0.0916
844.00, -0.0748
843.00, -0.0565
842.00, -0.0763
841.00, -0.0763
840.00, -0.0580
839.00, -0.0580
838.00, -0.0580
837.00, -0.0793
836.00, -0.1205
835.00, -0.1221
834.00, -0.0809
833.00, -0.0809
832.00, -0.0824
831.00, -0.0824
830.00, -0.0427
829.00, -0.0031
828.00, -0.0031
827.00, -0.0031
826.00, -0.0031
825.00, -0.0031
824.00, -0.0031
823.00, -0.0031
822.00, -0.0031
821.00, -0.0031
820.00, -0.0031
819.00, -0.0031
818.00, -0.0015
817.00, -0.0015
816.00, -0.0031
815.00, -0.0031
814.00, -0.0031
813.00, -0.0031
812.00, -0.0031
811.00, -0.0031
810.00, -0.0031
809.00, -0.0031
808.00, -0.0015
807.00, -0.0015
806.00, -0.0061
805.00, -0.0061
804.00, -0.0031
803.00, -0.0031
802.00, -0.0031
801.00, -0.0031
800.00, -0.0031
799.00, -0.0031
798.00, -0.0031
797.00, -0.0031
796.00, -0.0031
795.00, -0.0031
794.00, -0.0031
793.00, -0.0031
792.00, -0.0031
791.00, -0.0031
790.00, -0.0031
789.00, -0.0031
788.00, -0.0031
787.00, -0.0031
786.00, -0.0031
785.00, -0.0031
784.00, -0.0031
783.00, -0.0031
782.00, -0.0031
781.00, -0.0031
780.00, -0.0031
779.00, -0.0031
778.00, -0.0031
777.00, -0.0031
776.00, -0.0031
775.00, -0.0031
774.00, -0.0031
773.00, -0.0031
772.00, -0.0031
771.00, -0.0031
770.00, -0.0031
769.00, -0.0031
768.00, -0.0031
767.00, -0.0031
766.00, -0.0031
765.00, -0.0031
764.00, -0.0031
763.00, -0.0031
762.00, -0.0031
761.00, -0.0031
760.00, -0.0031
759.00, -0.0031
758.00, -0.0031
757.00, -0.0031
756.00, -0.0031
755.00, -0.0031
754.00, -0.0031
753.00, -0.0031
752.00, -0.0031
751.00, -0.0031
750.00, -0.0031
749.00, -0.0031
748.00, -0.0031
747.00, -0.0031
746.00, -0.0031
745.00, -0.0031
744.00, -0.0031
743.00, -0.0031
742.00, -0.0031
741.00, -0.0031
740.00, -0.0031
739.00, -0.0031
738.00, -0.0031
737.00, -0.0031
736.00, -0.0031
735.00, -0.0031
734.00, -0.0031
733.00, -0.0031
732.00, -0.0031
731.00, -0.0031
730.00, -0.0031
729.00, -0.0031
728.00, -0.0031
727.00, -0.0031
726.00, -0.0031
725.00, -0.0031
724.00, -0.0031
